"NOME_MUNICIPIO";"RENDA";"EDUCACAO";"SOBREVIVENCIA";"INFRAESTRUTURA";"Acesso a informação";"HABITACAO";"MOBILIDADE";"MIQL-M";"MIQL-T"
"Tarabai";0.5185700059;0.7083632448;0.8974525876;0.8147965007;0.6579084246;0.9513545306;0.791258;0.7429141894;0.7496352581
"Tarumã";0.5265399822;0.6996455034;0.9337065423;0.8389379586;0.6565806566;0.9458466725;0.874582;0.7508613423;0.7674016265
"Tatuí";0.5412968774;0.7214115735;0.9316632812;0.8641295783;0.6941128671;0.9317699387;0.855097;0.7668302052;0.7788586801
"Taubaté";0.5535601421;0.757624021;0.9454254678;0.9082776197;0.7496342838;0.9132783395;0.8376;0.7918680903;0.7982450726
"Tejupá";0.5124139582;0.6601943449;0.9367331505;0.619696632;0.622567719;0.8956406367;0.83993;0.6916738567;0.7111319313
"Teodoro Sampaio";0.5237985897;0.7259667794;0.9452462848;0.7345702131;0.6507951586;0.928234414;0.8267;0.7364222315;0.7486887821
"Terra Roxa";0.5378787577;0.7042453538;0.9427237854;0.832235091;0.6606380311;0.9517654157;0.797426;0.7561165206;0.761884196
"Tietê";0.5506982579;0.7196988584;0.9581560539;0.8677473175;0.7326329157;0.9304362951;0.866602;0.7796706496;0.7915339426
"Timburi";0.5226609626;0.6803779191;0.9358434547;0.7116357723;0.6374490652;0.9021232199;0.874561;0.717282828;0.7378878971
"Torre de Pedra";0.5255609251;0.6872741145;0.92306038;0.6915440543;0.6167094316;0.8996551115;0.88092;0.7098391415;0.7320767089
"Torrinha";0.5399583059;0.688799482;0.9373422157;0.7855431888;0.6921435644;0.9424653539;0.881355;0.7504650594;0.767900268
"Trabiju";0.5228914864;0.6879599265;0.9588873822;0.8280234638;0.667432705;0.9176967409;0.88536;0.7478513331;0.76610335
"Tremembé";0.5467865534;0.7451055793;0.9465932717;0.7960525903;0.688910656;0.5967273354;0.849099;0.7082391689;0.7268319287
"Três Fronteiras";0.5336065584;0.7038453184;0.919792995;0.7745260567;0.6489530357;0.9598993279;0.900439;0.7418405668;0.7626602471
"Tuiuti";0.533849276;0.7054029168;0.9421874279;0.5961487011;0.6521907825;0.9149252239;0.838546;0.7082468946;0.7255412985
"Tupã";0.5421102073;0.7440564403;0.9346666833;0.8844181442;0.7130782374;0.9231807279;0.87844;0.776673756;0.7904559958
"Tupi Paulista";0.5466781305;0.7228237378;0.9256739958;0.7788576442;0.666634738;0.6382677368;0.905701;0.7034963498;0.729350966
"Turiúba";0.5409400943;0.7296389226;0.9190893466;0.7583193281;0.630548806;0.9517349438;0.841425;0.7406567032;0.7542772734
"Turmalina";0.5415541771;0.7130341378;0.9356977108;0.7099809906;0.6535846588;0.9686269942;0.91915;0.738638867;0.7620738285
"Ubarana";0.5228717207;0.6719905911;0.9384385098;0.8013346402;0.6306982534;0.9378733264;0.882576;0.7339345222;0.7535280613
"Ubatuba";0.529485775;0.7223227839;0.9403333838;0.690239432;0.6506449812;0.9075379859;0.876906;0.726127171;0.7459650026
"Ubirajara";0.527351755;0.7161848203;0.9287543945;0.71086194;0.6097627015;0.942578557;0.865231;0.7234052848;0.7421451887
"Uchoa";0.5331487419;0.691492809;0.9491573851;0.8431550268;0.6815220756;0.9475733246;0.801791;0.7585701446;0.7645988926
"União Paulista";0.5337763329;0.6715020336;0.9328896505;0.729098933;0.6421998251;0.9544481457;0.935576;0.7284632563;0.7549742506
"Urânia";0.5356970771;0.7083643681;0.9324957545;0.7851763402;0.6785125532;0.9520860844;0.892698;0.751053186;0.7698211113
"Uru";0.5240332858;0.7319711564;0.9518467352;0.7972149624;0.6409811986;0.9646357597;0.898561;0.7513933133;0.7708404619
"Urupês";0.5434474892;0.6952888723;0.9257727638;0.8256314126;0.6836788796;0.9389544642;0.883176;0.7551241526;0.7722124073
"Valentim Gentil";0.5372106148;0.7157774083;0.938704296;0.7963268601;0.6669013503;0.9332097253;0.90611;0.7506380916;0.7710973613
"Valinhos";0.5753987275;0.7638351132;0.9547898902;0.8994786635;0.7792854908;0.9429407919;0.810644;0.8075598177;0.8079996957
"Valparaíso";0.5360979561;0.6976315952;0.9349151074;0.7804627513;0.5879294314;0.5669426027;0.826;0.6706199839;0.6908846924
"Vargem";0.5286933315;0.6757584977;0.9301430566;0.5868727207;0.6368420978;0.9171332828;0.856985;0.6962398437;0.7172104965
"Vargem Grande do Sul";0.539381359;0.6943313707;0.9437707499;0.8638215255;0.6887441821;0.9441371701;0.84028;0.763790729;0.7742759332
"Vargem Grande Paulista";0.530326341;0.733726283;0.944120928;0.802956168;0.707458165;0.908799484;0.77671;0.7579855542;0.7606325814
"Várzea Paulista";0.5391159191;0.7139552816;0.9489920453;0.8775402738;0.6922747213;0.915933979;0.732425;0.7667802296;0.7617753981
"Vera Cruz";0.5331050311;0.7253540779;0.9388554939;0.7987734559;0.6907480657;0.8940557119;0.883823;0.7507780708;0.7684817159
"Vinhedo";0.5742481016;0.7602599468;0.9597447296;0.8954683311;0.7639955994;0.9285733091;0.842167;0.8020395474;0.8076527995
"Viradouro";0.5380787734;0.7010460168;0.9324992363;0.8696598148;0.6678317733;0.9396333603;0.86117;0.759514314;0.7732665764
"Vista Alegre do Alto";0.5452954279;0.6913993222;0.9500882779;0.8278031486;0.7071808327;0.9371496653;0.881821;0.7624860091;0.7784901138
"Vitória Brasil";0.5287998119;0.7073432587;0.9350614557;0.7616379705;0.6686911277;0.9587717151;0.908894;0.7448608894;0.7663434791
"Votorantim";0.5396814683;0.735207138;0.937923387;0.8988824403;0.7116202463;0.9141552525;0.791537;0.7755580132;0.7778208228
"Votuporanga";0.5505525094;0.7471996578;0.9408403314;0.8932190458;0.7065464074;0.9521939032;0.889184;0.7842043255;0.7984061303
"Zacarias";0.529417841;0.7156057762;0.9293950177;0.714242185;0.6267913151;0.9507086802;0.888421;0.728810766;0.7497234074
