NomeMun;SiglaUF;DIVUR_N3;Latitude;Longitude
Pureza;RN;Natal;-5,46;-35,55
Rafael Fernandes;RN;Pau dos Ferros;-6,19;-38,22
Rafael Godeiro;RN;Patu;-6,07;-37,71
Riacho da Cruz;RN;Pau dos Ferros;-5,93;-37,94
Riacho de Santana;RN;Pau dos Ferros;-6,26;-38,31
Riachuelo;RN;São Paulo do Potengi;-5,81;-35,82
Rodolfo Fernandes;RN;Mossoró;-5,78;-38,06
Tibau;RN;Mossoró;-4,83;-37,25
Ruy Barbosa;RN;São Paulo do Potengi;-5,88;-35,93
Santa Cruz;RN;Santa Cruz;-6,22;-36,02
Santana do Matos;RN;Açu;-5,95;-36,65
Santana do Seridó;RN;Caicó;-6,77;-36,73
Santo Antônio;RN;Natal;-6,31;-35,47
São Bento do Norte;RN;João Câmara;-5,07;-36,06
São Bento do Trairí;RN;Santa Cruz;-6,34;-36,08
São Fernando;RN;Caicó;-6,37;-37,18
São Francisco do Oeste;RN;Pau dos Ferros;-5,97;-38,15
São Gonçalo do Amarante;RN;Natal;-5,79;-35,32
São João do Sabugi;RN;Caicó;-6,71;-37,2
São José de Mipibu;RN;Natal;-6,07;-35,23
São José do Campestre;RN;Natal;-6,31;-35,71
São José do Seridó;RN;Caicó;-6,44;-36,87
São Miguel;RN;Pau dos Ferros;-6,21;-38,49
São Miguel do Gostoso;RN;Natal;;
São Paulo do Potengi;RN;São Paulo do Potengi;-5,89;-35,76
São Pedro;RN;São Paulo do Potengi;-5,89;-35,63
São Rafael;RN;Açu;-5,79;-36,92
São Tomé;RN;São Paulo do Potengi;-5,97;-36,07
São Vicente;RN;Currais Novos;-6,21;-36,68
Senador Elói de Souza;RN;São Paulo do Potengi;-6,03;-35,69
Senador Georgino Avelino;RN;Natal;-6,16;-35,12
Serra de São Bento;RN;Natal;-6,41;-35,7
Serra do Mel;RN;Mossoró;-5,17;-37,02
Serra Negra do Norte;RN;Caicó;-6,66;-37,39
Serrinha;RN;Natal;-6,27;-35,49
Serrinha dos Pintos;RN;Pau dos Ferros;-6,11;-37,95
Severiano Melo;RN;Mossoró;-5,77;-37,95
Sítio Novo;RN;Santa Cruz;-6,1;-35,91
Taboleiro Grande;RN;Pau dos Ferros;-5,93;-38,04
Taipu;RN;Natal;-5,62;-35,59
Tangará;RN;Natal;-6,19;-35,8
Tenente Ananias;RN;Pau dos Ferros;-6,46;-38,18
Tenente Laurentino Cruz;RN;Currais Novos;-6,14;-36,71
Tibau do Sul;RN;Natal;-6,18;-35,09
Timbaúba dos Batistas;RN;Caicó;-6,46;-37,27
Touros;RN;Natal;-5,19;-35,46
Triunfo Potiguar;RN;Açu;-5,86;-37,18
Umarizal;RN;Mossoró;-5,99;-37,81
Upanema;RN;Mossoró;-5,64;-37,25
Várzea;RN;Natal;-6,34;-35,37
Venha-Ver;RN;Pau dos Ferros;-6,32;-38,48
Vera Cruz;RN;Natal;-6,04;-35,42
Viçosa;RN;Mossoró;-5,99;-37,94
Vila Flor;RN;Natal;-6,31;-35,07
Alta Floresta D'Oeste;RO;Cacoal;-11,94;-61,9
Ariquemes;RO;Ariquemes;-9,91;-63,04
Cabixi;RO;Vilhena;-13,49;-60,55
Cacoal;RO;Cacoal;-11,43;-61,44
Cerejeiras;RO;Vilhena;-13,18;-60,81
Colorado do Oeste;RO;Vilhena;-13,11;-60,54
Corumbiara;RO;Vilhena;-12,96;-60,88
Costa Marques;RO;Ji-Paraná;-12,44;-64,22
Espigão D'Oeste;RO;Cacoal;-11,52;-61,01
Guajará-Mirim;RO;Porto Velho;-10,78;-65,33
Jaru;RO;Jaru;-10,43;-62,46
Ji-Paraná;RO;Ji-Paraná;-10,88;-61,94
Machadinho D'Oeste;RO;Ariquemes;-9,44;-61,98
Nova Brasilândia D'Oeste;RO;Cacoal;-11,71;-62,26
Ouro Preto do Oeste;RO;Ji-Paraná;-10,71;-62,24
Pimenta Bueno;RO;Cacoal;-11,67;-61,19
Porto Velho;RO;Porto Velho;-8,76;-63,9
Presidente Médici;RO;Ji-Paraná;-11,17;-61,9
Rio Crespo;RO;Ariquemes;-9,7;-62,9
Rolim de Moura;RO;Cacoal;-11,67;-61,78
Santa Luzia D'Oeste;RO;Cacoal;-11,87;-61,78
Vilhena;RO;Vilhena;-12,74;-60,14
São Miguel do Guaporé;RO;Ji-Paraná;-11,68;-62,68
Nova Mamoré;RO;Porto Velho;-10,41;-65,33
Alvorada D'Oeste;RO;Ji-Paraná;-11,4;-62,38
Alto Alegre dos Parecis;RO;Cacoal;;
Alto Paraíso;RO;Ariquemes;-9,71;-63,32
Buritis;RO;Ariquemes;-10,21;-63,82
Novo Horizonte do Oeste;RO;Cacoal;-11,69;-61,99
Cacaulândia;RO;Ariquemes;-10,34;-62,89
Campo Novo de Rondônia;RO;Ariquemes;-10,59;-63,61
Candeias do Jamari;RO;Porto Velho;-8,81;-63,69
Castanheiras;RO;Cacoal;-11,41;-61,95
Chupinguaia;RO;Vilhena;-12,55;-60,9
Cujubim;RO;Ariquemes;-9,36;-62,58
Governador Jorge Teixeira;RO;Jaru;-10,52;-62,64
Itapuã do Oeste;RO;Porto Velho;;
Ministro Andreazza;RO;Cacoal;-11,07;-61,51
Mirante da Serra;RO;Ji-Paraná;-11,03;-62,67
Monte Negro;RO;Ariquemes;-10,29;-63,32
Nova União;RO;Ji-Paraná;-10,9;-62,56
Parecis;RO;Cacoal;-12,19;-61,6
Pimenteiras do Oeste;RO;Vilhena;-13,48;-61,04
Primavera de Rondônia;RO;Cacoal;-11,81;-61,32
São Felipe D'Oeste;RO;Cacoal;-11,9;-61,5
São Francisco do Guaporé;RO;Ji-Paraná;-12,05;-63,56
Seringueiras;RO;Ji-Paraná;-11,79;-63,03
Teixeirópolis;RO;Ji-Paraná;-10,91;-62,24
Theobroma;RO;Jaru;-10,23;-62,35
Urupá;RO;Ji-Paraná;-11,14;-62,36
Vale do Anari;RO;Jaru;-9,86;-62,18
Vale do Paraíso;RO;Ji-Paraná;-10,44;-62,13
Amajari;RR;Boa Vista;3,65;-61,37
Alto Alegre;RR;Boa Vista;2,89;-61,49
Boa Vista;RR;Boa Vista;2,82;-60,67
Bonfim;RR;Boa Vista;3,36;-59,83
Cantá;RR;Boa Vista;2,61;-60,59
Caracaraí;RR;Boa Vista;1,81;-61,12
Caroebe;RR;Boa Vista;0,88;-59,69
Iracema;RR;Boa Vista;2,18;-61,04
Mucajaí;RR;Boa Vista;2,43;-60,9
Normandia;RR;Boa Vista;3,88;-59,62
Pacaraima;RR;Boa Vista;4,43;-61,14
Rorainópolis;RR;Boa Vista;0,94;-60,41
São João da Baliza;RR;Boa Vista;0,95;-59,91
São Luiz;RR;Boa Vista;1;-60,15
Uiramutã;RR;Boa Vista;4,59;-60,16
Aceguá;RS;Bagé;;
Água Santa;RS;Tapejara;-28,17;-52,03
Agudo;RS;Santa Maria;-29,64;-53,24
Ajuricaba;RS;Ijuí;-28,23;-53,77
Alecrim;RS;Santa Rosa;-27,65;-54,76
Alegrete;RS;Alegrete;-29,78;-55,79
Alegria;RS;Três de Maio;-27,82;-54,05
Almirante Tamandaré do Sul;RS;Carazinho;;
Alpestre;RS;Chapecó;-27,24;-53,03
Alto Alegre;RS;Passo Fundo;-28,77;-52,99
Alto Feliz;RS;Caxias do Sul;-29,39;-51,31
Alvorada;RS;Porto Alegre;-29,99;-51,08
Amaral Ferrador;RS;Camaquã;-30,87;-52,25
Ametista do Sul;RS;Frederico Westphalen;-27,36;-53,18
André da Rocha;RS;Nova Prata;-28,63;-51,57
Anta Gorda;RS;Encantado;-28,97;-52
Antônio Prado;RS;Caxias do Sul;-28,85;-51,28
Arambaré;RS;Camaquã;-30,91;-51,49
Araricá;RS;Novo Hamburgo - São Leopoldo;-29,61;-50,92
Aratiba;RS;Erechim;-27,39;-52,3
Arroio do Meio;RS;Lajeado;-29,4;-51,94
Arroio do Sal;RS;Torres;-29,55;-49,88
Arroio do Padre;RS;Pelotas - Rio Grande;;
Arroio dos Ratos;RS;Porto Alegre;-30,07;-51,72
Arroio do Tigre;RS;Sobradinho;-29,33;-53,09
Arroio Grande;RS;Pelotas - Rio Grande;-32,23;-53,08
Arvorezinha;RS;Soledade;-28,87;-52,17
Augusto Pestana;RS;Ijuí;-28,51;-53,99
Áurea;RS;Erechim;-27,69;-52,04
Bagé;RS;Bagé;-31,33;-54,1
Balneário Pinhal;RS;Porto Alegre;-30,24;-50,23
Barão;RS;Montenegro;-29,37;-51,49
Barão de Cotegipe;RS;Erechim;-27,62;-52,38
Barão do Triunfo;RS;Porto Alegre;-30,38;-51,73
