AL;São Miguel dos Milagres;7876
AL;São Sebastião;34211
AL;Satuba;13381
AL;Senador Rui Palmeira;13909
AL;Tanque d'Arca;6319
AL;Taquarana;19980
AL;Teotônio Vilela;44169
AL;Traipu;27798
AL;União dos Palmares;66017
AL;Viçosa;26212
AM;Alvarães;15545
AM;Amaturá;10847
AM;Anamã;12320
AM;Anori;19292
AM;Apuí;20648
AM;Atalaia do Norte;18133
AM;Autazes;37033
AM;Barcelos;27433
AM;Barreirinha;30658
AM;Benjamin Constant;39484
AM;Beruri;18171
AM;Boa Vista do Ramos;17668
AM;Boca do Acre;33498
AM;Borba;39292
AM;Caapiranga;12420
AM;Canutama;15130
AM;Carauari;27880
AM;Careiro;36435
AM;Careiro da Várzea;27981
AM;Coari;83078
AM;Codajás;26777
AM;Eirunepé;34025
AM;Envira;18786
AM;Fonte Boa;20742
AM;Guajará;15826
AM;Humaitá;51302
AM;Ipixuna;26860
AM;Iranduba;45984
AM;Itacoatiara;97122
AM;Itamarati;8179
AM;Itapiranga;8953
AM;Japurá;5125
AM;Juruá;13198
AM;Jutaí;16585
AM;Lábrea;43263
AM;Manacapuru;94175
AM;Manaquiri;28413
AM;Manaus;2057711
AM;Manicoré;53053
AM;Maraã;18423
AM;Maués;59983
AM;Nhamundá;20358
AM;Nova Olinda do Norte;35156
AM;Novo Airão;17671
AM;Novo Aripuanã;24315
AM;Parintins;111575
AM;Pauini;19378
AM;Presidente Figueiredo;32812
AM;Rio Preto da Eva;30530
AM;Santa Isabel do Rio Negro;22404
AM;Santo Antônio do Içá;23688
AM;São Gabriel da Cachoeira;43094
AM;São Paulo de Olivença;36536
AM;São Sebastião do Uatumã;12781
AM;Silves;9081
AM;Tabatinga;61028
AM;Tapauá;18152
AM;Tefé;62444
AM;Tonantins;18478
AM;Uarini;13121
AM;Urucará;17163
AM;Urucurituba;21140
AP;Amapá;8622
AP;Calçoene;10163
AP;Cutias;5407
AP;Ferreira Gomes;6901
AP;Itaubal;4949
AP;Laranjal do Jari;45712
AP;Macapá;456171
AP;Mazagão;19571
AP;Oiapoque;24263
AP;Pedra Branca do Amapari;13988
AP;Porto Grande;19669
AP;Pracuúba;4531
AP;Santana;112218
AP;Serra do Navio;4938
AP;Tartarugalzinho;15212
AP;Vitória do Jari;14364
BA;Abaíra;9226
BA;Abaré;19574
BA;Acajutiba;15717
BA;Adustina;17153
BA;Água Fria;17043
BA;Aiquara;4767
BA;Alagoinhas;154495
BA;Alcobaça;23282
BA;Almadina;6145
BA;Amargosa;37807
BA;Amélia Rodrigues;26441
BA;América Dourada;16923
BA;Anagé;20096
BA;Andaraí;13723
BA;Andorinha;14791
BA;Angical;14724
BA;Anguera;11299
BA;Antas;19183
BA;Antônio Cardoso;12225
BA;Antônio Gonçalves;12187
BA;Aporá;19146
BA;Apuarema;7762
BA;Araças;12450
BA;Aracatu;14089
BA;Araci;56370
BA;Aramari;11314
BA;Arataca;11737
BA;Aratuípe;9127
BA;Aurelino Leal;13089
BA;Baianópolis;14195
BA;Baixa Grande;21197
BA;Banzaê;13711
BA;Barra;54188
BA;Barra da Estiva;22394
BA;Barra do Choça;34853
BA;Barra do Mendes;14526
BA;Barra do Rocha;6424
BA;Barreiras;153918
BA;Barro Alto;15377
BA;Barro Preto;6492
BA;Barrocas;15770
BA;Belmonte;23759
BA;Belo Campo;18383
BA;Biritinga;15799
BA;Boa Nova;14577
BA;Boa Vista do Tupim;18658
BA;Bom Jesus da Lapa;69526
BA;Bom Jesus da Serra;10554
BA;Boninal;14585
BA;Bonito;16873
BA;Boquira;22429
BA;Botuporã;11021
BA;Brejões;15214
BA;Brejolândia;10698
BA;Brotas de Macaúbas;11070
BA;Brumado;69255
BA;Buerarema;19283
BA;Buritirama;21549
BA;Caatiba;10166
BA;Cabaceiras do Paraguaçu;18978
BA;Cachoeira;34535
BA;Caculé;23545
BA;Caém;10143
BA;Caetanos;15982
BA;Caetité;52531
BA;Cafarnaum;18695
BA;Cairu;17730
BA;Caldeirão Grande;13641
BA;Camacan;33197
BA;Camaçari;286919
BA;Camamu;36435
BA;Campo Alegre de Lourdes;29938
BA;Campo Formoso;72271
BA;Canápolis;10142
BA;Canarana;26382
BA;Canavieiras;33268
BA;Candeal;9011
BA;Candeias;88806
BA;Candiba;14667
BA;Cândido Sales;26855
BA;Cansanção;35235
BA;Canudos;17177
BA;Capela do Alto Alegre;12118
BA;Capim Grosso;29346
BA;Caraíbas;10016
BA;Caravelas;22548
BA;Cardeal da Silva;9747
BA;Carinhanha;29955
BA;Casa Nova;72172
BA;Castro Alves;27286
BA;Catolândia;3672
BA;Catu;55719
BA;Caturama;9762
BA;Central;18140
BA;Chorrochó;11522
BA;Cícero Dantas;34478
BA;Cipó;17602
BA;Coaraci;19770
BA;Cocos;19396
BA;Conceição da Feira;22656
BA;Conceição do Almeida;18525
BA;Conceição do Coité;68146
BA;Conceição do Jacuípe;33354
BA;Conde;26194
BA;Condeúba;18269
BA;Contendas do Sincorá;4326
BA;Coração de Maria;23146
BA;Cordeiros;8834
BA;Coribe;14976
BA;Coronel João Sá;17098
BA;Correntina;33183
BA;Cotegipe;14403
BA;Cravolândia;5560
BA;Crisópolis;21617
BA;Cristópolis;14302
BA;Cruz das Almas;64197
BA;Curaçá;35208
BA;Dário Meira;12022
BA;Dias d'Ávila;78058
BA;Dom Basílio;12499
BA;Dom Macedo Costa;4153
BA;Elísio Medrado;8434
BA;Encruzilhada;20331
BA;Entre Rios;43006
BA;Érico Cardoso;11437
BA;Esplanada;36724
BA;Euclides da Cunha;61228
BA;Eunápolis;113191
BA;Fátima;18481
BA;Feira da Mata;5914
BA;Feira de Santana;617528
BA;Filadélfia;17583
BA;Firmino Alves;5786
BA;Floresta Azul;11313
BA;Formosa do Rio Preto;25372
BA;Gandu;32809
BA;Gavião;4712
BA;Gentio do Ouro;11423
BA;Glória;16072
BA;Gongogi;8082
BA;Governador Mangabeira;21267
BA;Guajeru;8805
BA;Guanambi;85797
BA;Guaratinga;22355
BA;Heliópolis;13762
BA;Iaçu;26178
BA;Ibiassucê;10502
BA;Ibicaraí;24029
BA;Ibicoara;19548
BA;Ibicuí;16696
BA;Ibipeba;18674
BA;Ibipitanga;15296
BA;Ibiquera;5158
BA;Ibirapitanga;24180
BA;Ibirapuã;8735
BA;Ibirataia;17947
BA;Ibitiara;16699
BA;Ibititá;18727
BA;Ibotirama;27655
BA;Ichu;6311
BA;Igaporã;16225
BA;Igrapiúna;14395
BA;Iguaí;27787
BA;Ilhéus;180213
BA;Inhambupe;40915
BA;Ipecaetá;15521
BA;Ipiaú;47501
BA;Ipirá;62095
BA;Ipupiara;10113
BA;Irajuba;7472
BA;Iramaia;10487
BA;Iraquara;25006
BA;Irará;29950
BA;Irecê;73380
BA;Itabela;31055
BA;Itaberaba;66310
BA;Itabuna;219680
BA;Itacaré;27619
BA;Itaeté;16446
BA;Itagi;13359
BA;Itagibá;15767
BA;Itagimirim;7351
BA;Itaguaçu da Bahia;14667
BA;Itaju do Colônia;7353
BA;Itajuípe;21754
BA;Itamaraju;67249
BA;Itamari;8514
BA;Itambé;23327
BA;Itanagra;8034
BA;Itanhém;20611
BA;Itaparica;22615
BA;Itapé;10228
BA;Itapebi;10882
BA;Itapetinga;76184
BA;Itapicuru;35987
BA;Itapitanga;10800
BA;Itaquara;8519
BA;Itarantim;20091
BA;Itatim;14763
BA;Itiruçu;13307
BA;Itiúba;38492
BA;Itororó;21178
BA;Ituaçu;19406
BA;Ituberá;29108
BA;Iuiú;11331
BA;Jaborandi;9225
BA;Jacaraci;15409
BA;Jacobina;84811
BA;Jaguaquara;55449
BA;Jaguarari;33186
BA;Jaguaripe;18647
BA;Jandaíra;11063
BA;Jequié;161528
BA;Jeremoabo;41100
BA;Jiquiriçá;15033
BA;Jitaúna;13300
BA;João Dourado;25141
BA;Juazeiro;218324
BA;Jucuruçu;10148
BA;Jussara;15841
BA;Jussari;6378
BA;Jussiape;7229
BA;Lafaiete Coutinho;4020
BA;Lagoa Real;15801
BA;Laje;23904
BA;Lajedão;4022
BA;Lajedinho;3974
BA;Lajedo do Tabocal;8836
BA;Lamarão;9442
BA;Lapão;27521
BA;Lauro de Freitas;191436
BA;Lençóis;11445
BA;Licínio de Almeida;12966
BA;Livramento de Nossa Senhora;46035
BA;Luís Eduardo Magalhães;79162
BA;Macajuba;11837
BA;Macarani;18786
BA;Macaúbas;50262
BA;Macururé;8365
BA;Madre de Deus;20348
BA;Maetinga;5174
BA;Maiquinique;10082
BA;Mairi;20097
BA;Malhada;17455
BA;Malhada de Pedras;8896
BA;Manoel Vitorino;14488
BA;Mansidão;13761
BA;Maracás;23751
BA;Maragogipe;46106
BA;Maraú;21175
BA;Marcionílio Souza;10951
BA;Mascote;14877
BA;Mata de São João;45813
BA;Matina;12314
BA;Medeiros Neto;23478
BA;Miguel Calmon;27536
BA;Milagres;11659
BA;Mirangaba;18039
BA;Mirante;9902
BA;Monte Santo;54733
BA;Morpará;8967
BA;Morro do Chapéu;36717
BA;Mortugaba;12477
BA;Mucugê;10244
BA;Mucuri;41068
BA;Mulungu do Morro;12200
BA;Mundo Novo;27165
BA;Muniz Ferreira;7893
BA;Muquém de São Francisco;11495
BA;Muritiba;30743
BA;Mutuípe;22833
BA;Nazaré;29406
BA;Nilo Peçanha;14188
BA;Nordestina;13321
BA;Nova Canaã;17082
BA;Nova Fátima;8125
BA;Nova Ibiá;7036
BA;Nova Itarana;8312
BA;Nova Redenção;9470
BA;Nova Soure;25854
BA;Nova Viçosa;43216
BA;Novo Horizonte;12238
BA;Novo Triunfo;15993
BA;Olindina;26817
BA;Oliveira dos Brejinhos;22774
BA;Ouriçangas;8839
BA;Ourolândia;17775
BA;Palmas de Monte Alto;22416
BA;Palmeiras;9130
BA;Paramirim;22077
BA;Paratinga;32636
BA;Paripiranga;29878
BA;Pau Brasil;10905
BA;Paulo Afonso;119214
BA;Pé de Serra;14471
BA;Pedrão;7568
BA;Pedro Alexandre;18135
BA;Piatã;18473
BA;Pilão Arcado;35428
BA;Pindaí;16805
BA;Pindobaçu;21062
BA;Pintadas;10742
BA;Piraí do Norte;10360
BA;Piripá;12238
BA;Piritiba;25027
BA;Planaltino;9473
BA;Planalto;26632
BA;Poções;48729
BA;Pojuca;37543
BA;Ponto Novo;16168
BA;Porto Seguro;145431
BA;Potiraguá;8969
BA;Prado;29218
BA;Presidente Dutra;14712
BA;Presidente Jânio Quadros;13586
BA;Presidente Tancredo Neves;27505
BA;Queimadas;26083
BA;Quijingue;28093
BA;Quixabeira;10033
BA;Rafael Jambeiro;24349
BA;Remanso;42275
BA;Retirolândia;13319
BA;Riachão das Neves;23264
BA;Riachão do Jacuípe;35403
BA;Riacho de Santana;36039
BA;Ribeira do Amparo;15269
BA;Ribeira do Pombal;51418
BA;Ribeirão do Largo;8260
BA;Rio de Contas;13616
BA;Rio do Antônio;15628
BA;Rio do Pires;12084
BA;Rio Real;40809
BA;Rodelas;8887
BA;Ruy Barbosa;31867
BA;Salinas da Margarida;15385
BA;Salvador;2921087
BA;Santa Bárbara;20754
BA;Santa Brígida;15100
BA;Santa Cruz Cabrália;28226
BA;Santa Cruz da Vitória;6750
BA;Santa Inês;11177
BA;Santa Luzia;13626
BA;Santa Maria da Vitória;41795
BA;Santa Rita de Cássia;28822
BA;Santa Teresinha;10586
BA;Santaluz;36915
BA;Santana;27260
BA;Santanópolis;9442
BA;Santo Amaro;61702
BA;Santo Antônio de Jesus;101548
BA;Santo Estêvão;53193
BA;São Desidério;32640
BA;São Domingos;9877
BA;São Felipe;21582
BA;São Félix;15091
BA;São Félix do Coribe;15647
BA;São Francisco do Conde;39329
BA;São Gabriel;19542
BA;São Gonçalo dos Campos;37554
BA;São José da Vitória;6118
BA;São José do Jacuípe;11061
BA;São Miguel das Matas;12009
BA;São Sebastião do Passé;45482
BA;Sapeaçu;17664
BA;Sátiro Dias;20320
BA;Saubara;12238
BA;Saúde;12739
BA;Seabra;45202
BA;Sebastião Laranjeiras;11528
BA;Senhor do Bonfim;81330
BA;Sento Sé;41464
BA;Serra do Ramalho;33011
BA;Serra Dourada;18389
BA;Serra Preta;15351
BA;Serrinha;83275
BA;Serrolândia;13373
BA;Simões Filho;133202
BA;Sítio do Mato;13320
BA;Sítio do Quinto;11767
BA;Sobradinho;23583
BA;Souto Soares;17332
BA;Tabocas do Brejo Velho;13025
BA;Tanhaçu;21282
BA;Tanque Novo;17702
BA;Tanquinho;8553
BA;Taperoá;21091
BA;Tapiramutá;17398
BA;Teixeira de Freitas;157804
BA;Teodoro Sampaio;8013
BA;Teofilândia;23011
BA;Teolândia;15178
BA;Terra Nova;13547
BA;Tremedal;18187
BA;Tucano;55777
BA;Uauá;25087
BA;Ubaíra;20782
BA;Ubaitaba;20813
BA;Ubatã;27051
BA;Uibaí;14483
BA;Umburanas;19055
BA;Una;22105
BA;Urandi;17301
BA;Uruçuca;21849
BA;Utinga;19593
BA;Valença;97305
BA;Valente;27906
BA;Várzea da Roça;14729
BA;Várzea do Poço;9416
BA;Várzea Nova;13470
BA;Varzedo;9363
BA;Vera Cruz;42650
BA;Vereda;6696
BA;Vitória da Conquista;343230
BA;Wagner;9731
BA;Wanderley;13008
BA;Wenceslau Guimarães;22530
BA;Xique-Xique;48316
CE;Abaiara;11357
CE;Acarape;16288
CE;Acaraú;61210
CE;Acopiara;53135
CE;Aiuaba;16997
CE;Alcântaras;11321
CE;Altaneira;7344
CE;Alto Santo;16876
CE;Amontada;42098
CE;Antonina do Norte;7227
CE;Apuiarés;14565
CE;Aquiraz;77717
CE;Aracati;72727
CE;Aracoiaba;26134
CE;Ararendá;10775
CE;Araripe;21289
CE;Aratuba;11358
CE;Arneiroz;7771
CE;Assaré;23126
CE;Aurora;24602
CE;Baixio;6198
CE;Banabuiú;17906
CE;Barbalha;58855
CE;Barreira;20687
CE;Barro;22279
CE;Barroquinha;14828
CE;Baturité;34949
CE;Beberibe;52310
CE;Bela Cruz;32103
CE;Boa Viagem;53838
CE;Brejo Santo;48056
CE;Camocim;62473
CE;Campos Sales;27123
CE;Canindé;76998
CE;Capistrano;17573
CE;Caridade;21800
CE;Cariré;18645
CE;Caririaçu;26858
CE;Cariús;18810
CE;Carnaubal;17463
CE;Cascavel;70047
CE;Catarina;20079
CE;Catunda;10294
CE;Caucaia;353932
CE;Cedro;25013
CE;Chaval;12910
CE;Choró;13294
CE;Chorozinho;19192
CE;Coreaú;22889
CE;Crateús;74271
CE;Crato;128680
CE;Croatá;17728
CE;Cruz;23677
CE;Deputado Irapuan Pinheiro;9444
CE;Ererê;7104
CE;Eusébio;51127
CE;Farias Brito;18861
CE;Forquilha;23544
CE;Fortaleza;2591188
CE;Fortim;15951
CE;Frecheirinha;13541
CE;General Sampaio;6763
CE;Graça;15294
CE;Granja;53918
CE;Granjeiro;4494
CE;Groaíras;10847
CE;Guaiúba;25841
CE;Guaraciaba do Norte;39151
CE;Guaramiranga;3720
CE;Hidrolândia;20055
CE;Horizonte;63365
CE;Ibaretama;13188
CE;Ibiapina;24649
CE;Ibicuitinga;12130
CE;Icapuí;19418
CE;Icó;67198
CE;Iguatu;101386
CE;Independência;25957
CE;Ipaporanga;11499
CE;Ipaumirim;12305
CE;Ipu;41391
CE;Ipueiras;38022
CE;Iracema;14071
CE;Irauçuba;23543
CE;Itaiçaba;7656
CE;Itaitinga;38540
CE;Itapajé;51113
CE;Itapipoca;124950
CE;Itapiúna;19724
CE;Itarema;40398
CE;Itatira;20285
CE;Jaguaretama;17997
CE;Jaguaribara;11102
CE;Jaguaribe;34561
CE;Jaguaruana;33469
CE;Jardim;27072
CE;Jati;7807
CE;Jijoca de Jericoacoara;18926
CE;Juazeiro do Norte;266022
CE;Jucás;24479
CE;Lavras da Mangabeira;31383
CE;Limoeiro do Norte;58175
CE;Madalena;19425
CE;Maracanaú;221504
CE;Maranguape;123570
CE;Marco;26484
CE;Martinópole;10895
CE;Massapê;37560
CE;Mauriti;46113
CE;Meruoca;14674
CE;Milagres;28354
CE;Milhã;13170
CE;Miraíma;13428
CE;Missão Velha;35240
CE;Mombaça;43619
CE;Monsenhor Tabosa;17012
CE;Morada Nova;61903
CE;Moraújo;8520
CE;Morrinhos;21905
CE;Mucambo;14357
CE;Mulungu;12526
CE;Nova Olinda;15181
CE;Nova Russas;31870
CE;Novo Oriente;28220
CE;Ocara;25123
CE;Orós;21394
CE;Pacajus;68800
CE;Pacatuba;80378
CE;Pacoti;11910
CE;Pacujá;6168
CE;Palhano;9209
CE;Palmácia;12895
CE;Paracuru;33426
CE;Paraipaba;31986
CE;Parambu;31293
CE;Paramoti;11549
CE;Pedra Branca;42746
CE;Penaforte;8817
CE;Pentecoste;36773
CE;Pereiro;16115
CE;Pindoretama;20207
CE;Piquet Carneiro;16461
CE;Pires Ferreira;10674
CE;Poranga;12224
CE;Porteiras;15010
CE;Potengi;10790
CE;Potiretama;6318
CE;Quiterianópolis;20690
CE;Quixadá;85351
CE;Quixelô;14949
CE;Quixeramobim;77174
CE;Quixeré;21572
CE;Redenção;27272
CE;Reriutaba;19015
CE;Russas;75018
CE;Saboeiro;15753
CE;Salitre;16161
CE;Santa Quitéria;43359
CE;Santana do Acaraú;31596
CE;Santana do Cariri;17468
CE;São Benedito;46171
CE;São Gonçalo do Amarante;47297
CE;São João do Jaguaribe;7721
CE;São Luís do Curu;12760
CE;Senador Pompeu;26547
CE;Senador Sá;7367
CE;Sobral;201756
CE;Solonópole;18094
CE;Tabuleiro do Norte;30263
CE;Tamboril;25597
CE;Tarrafas;8899
CE;Tauá;57701
CE;Tejuçuoca;18510
CE;Tianguá;73468
CE;Trairi;54418
CE;Tururu;15594
CE;Ubajara;33792
CE;Umari;7665
CE;Umirim;19521
CE;Uruburetama;21206
CE;Uruoca;13519
CE;Varjota;18136
CE;Várzea Alegre;40062
CE;Viçosa do Ceará;58922
DF;Brasília;2914830
ES;Afonso Cláudio;32454
ES;Água Doce do Norte;12025
ES;Águia Branca;10065
ES;Alegre;32205
ES;Alfredo Chaves;14973
ES;Alto Rio Novo;7934
ES;Anchieta;27624
ES;Apiacá;7924
ES;Aracruz;95056
ES;Atilio Vivacqua;11181
ES;Baixo Guandu;31467
ES;Barra de São Francisco;44599
ES;Boa Esperança;15318
ES;Bom Jesus do Norte;10176
ES;Brejetuba;12755
ES;Cachoeiro de Itapemirim;208702
ES;Cariacica;381802
ES;Castelo;37829
ES;Colatina;122646
ES;Conceição da Barra;31127
ES;Conceição do Castelo;12766
ES;Divino de São Lourenço;4649
ES;Domingos Martins;34416
ES;Dores do Rio Preto;6890
ES;Ecoporanga;24271
ES;Fundão;19985
ES;Governador Lindenberg;12284
ES;Guaçuí;30685
ES;Guarapari;119802
ES;Ibatiba;25244
ES;Ibiraçu;12358
ES;Ibitirama;9386
ES;Iconha;13788
ES;Irupi;13096
ES;Itaguaçu;14829
ES;Itapemirim;34272
ES;Itarana;11289
ES;Iúna;29585
ES;Jaguaré;28644
ES;Jerônimo Monteiro;11876
ES;João Neiva;17022
ES;Laranja da Terra;11438
ES;Linhares;163662
ES;Mantenópolis;15121
ES;Marataízes;37923
ES;Marechal Floriano;16127
ES;Marilândia;12353
ES;Mimoso do Sul;27349
ES;Montanha;19224
ES;Mucurici;5885
ES;Muniz Freire;18909
ES;Muqui;15626
ES;Nova Venécia;50294
ES;Pancas;23418
ES;Pedro Canário;26128
ES;Pinheiros;26589
ES;Piúma;20716
ES;Ponto Belo;7749
ES;Presidente Kennedy;11309
ES;Rio Bananal;19181
ES;Rio Novo do Sul;12045
ES;Santa Leopoldina;12885
ES;Santa Maria de Jetibá;38850
ES;Santa Teresa;23735
ES;São Domingos do Norte;8709
ES;São Gabriel da Palha;36328
ES;São José do Calçado;11012
ES;São Mateus;124575
ES;São Roque do Canaã;12384
ES;Serra;485376
ES;Sooretama;27966
ES;Vargem Alta;21141
ES;Venda Nova do Imigrante;23744
ES;Viana;74499
ES;Vila Pavão;9368
ES;Vila Valério;14657
ES;Vila Velha;472762
ES;Vitória;355875
GO;Abadia de Goiás;7895
GO;Abadiânia;18069
GO;Acreúna;21730
GO;Adelândia;2557
GO;Água Fria de Goiás;5507
GO;Água Limpa;1993
GO;Águas Lindas de Goiás;187072
GO;Alexânia;26135
GO;Aloândia;2079
GO;Alto Horizonte;5470
GO;Alto Paraíso de Goiás;7391
GO;Alvorada do Norte;8549
GO;Amaralina;3691
GO;Americano do Brasil;5918
GO;Amorinópolis;3487
GO;Anápolis;366491
GO;Anhanguera;1104
GO;Anicuns;21478
GO;Aparecida de Goiânia;521910
GO;Aparecida do Rio Doce;2510
GO;Aporé;4077
GO;Araçu;3776
GO;Aragarças;19583
GO;Aragoiânia;9444
GO;Araguapaz;7818
GO;Arenópolis;3066
GO;Aruanã;8746
GO;Aurilândia;3508
GO;Avelinópolis;2499
GO;Baliza;4443
GO;Barro Alto;10031
GO;Bela Vista de Goiás;27628
GO;Bom Jardim de Goiás;8826
GO;Bom Jesus de Goiás;23257
GO;Bonfinópolis;8694
GO;Bonópolis;3994
GO;Brazabrantes;3526
GO;Britânia;5772
GO;Buriti Alegre;9467
GO;Buriti de Goiás;2595
GO;Buritinópolis;3394
GO;Cabeceiras;7829
GO;Cachoeira Alta;11683
GO;Cachoeira de Goiás;1425
GO;Cachoeira Dourada;8384
GO;Caçu;14837
GO;Caiapônia;18148
GO;Caldas Novas;81477
GO;Caldazinha;3624
GO;Campestre de Goiás;3581
GO;Campinaçu;3743
GO;Campinorte;12071
GO;Campo Alegre de Goiás;6896
GO;Campo Limpo de Goiás;7090
GO;Campos Belos;19540
GO;Campos Verdes;3870
GO;Carmo do Rio Verde;9671
GO;Castelândia;3642
GO;Catalão;98737
GO;Caturaí;4977
GO;Cavalcante;9775
GO;Ceres;21909
GO;Cezarina;8210
GO;Chapadão do Céu;8589
GO;Cidade Ocidental;64229
GO;Cocalzinho de Goiás;19115
GO;Colinas do Sul;3551
GO;Córrego do Ouro;2564
GO;Corumbá de Goiás;10961
GO;Corumbaíba;9077
GO;Cristalina;53300
GO;Cristianópolis;3023
GO;Crixás;16695
GO;Cromínia;3616
GO;Cumari;2992
GO;Damianópolis;3385
GO;Damolândia;2903
GO;Davinópolis;2126
GO;Diorama;2545
GO;Divinópolis de Goiás;5020
GO;Doverlândia;7842
GO;Edealina;3814
GO;Edéia;12047
GO;Estrela do Norte;3386
GO;Faina;7004
GO;Fazenda Nova;6181
GO;Firminópolis;12640
GO;Flores de Goiás;14372
GO;Formosa;112236
GO;Formoso;4726
GO;Gameleira de Goiás;3664
GO;Goianápolis;11024
GO;Goiandira;5549
GO;Goianésia;65767
GO;Goiânia;1430697
GO;Goianira;39484
GO;Goiás;24439
GO;Goiatuba;34043
GO;Gouvelândia;5499
GO;Guapó;14441
GO;Guaraíta;2268
GO;Guarani de Goiás;4204
GO;Guarinos;2134
GO;Heitoraí;3731
GO;Hidrolândia;19761
GO;Hidrolina;3927
GO;Iaciara;13423
GO;Inaciolândia;6066
GO;Indiara;14895
GO;Inhumas;51543
GO;Ipameri;26373
GO;Ipiranga de Goiás;2940
GO;Iporá;32194
GO;Israelândia;2923
GO;Itaberaí;39629
GO;Itaguari;4703
GO;Itaguaru;5488
GO;Itajá;4961
GO;Itapaci;20945
GO;Itapirapuã;6776
GO;Itapuranga;26639
GO;Itarumã;6853
GO;Itauçu;8957
GO;Itumbiara;100548
GO;Ivolândia;2601
GO;Jandaia;6272
GO;Jaraguá;46790
GO;Jataí;95998
GO;Jaupaci;3024
GO;Jesúpolis;2444
GO;Joviânia;7422
GO;Jussara;19346
GO;Lagoa Santa;1435
GO;Leopoldo de Bulhões;8167
GO;Luziânia;194039
GO;Mairipotaba;2432
GO;Mambaí;7945
GO;Mara Rosa;10414
GO;Marzagão;2198
GO;Matrinchã;4500
GO;Maurilândia;12956
GO;Mimoso de Goiás;2715
GO;Minaçu;31031
GO;Mineiros;60464
GO;Moiporá;1704
GO;Monte Alegre de Goiás;8319
GO;Montes Claros de Goiás;8224
GO;Montividiu;12101
GO;Montividiu do Norte;4387
GO;Morrinhos;44607
GO;Morro Agudo de Goiás;2369
GO;Mossâmedes;4817
GO;Mozarlândia;14752
GO;Mundo Novo;5914
GO;Mutunópolis;3917
GO;Nazário;8641
GO;Nerópolis;27341
GO;Niquelândia;45243
GO;Nova América;2358
GO;Nova Aurora;2181
GO;Nova Crixás;12653
GO;Nova Glória;8575
GO;Nova Iguaçu de Goiás;2944
GO;Nova Roma;3470
GO;Nova Veneza;9105
GO;Novo Brasil;3341
